UDR.N,FI.N,KEY.N,WAB.N,RL.N,AJG.N,ORCL.N,FDX.N,VZ.N,AOS.N,CPB.N,C.N,L.N,OXY.N,FDS.N
-0.0508982035873546,-0.0431848852987482,-0.0180721753702511,-0.103357206436152,-0.0994782608645596,-0.0235457063650784,-0.211155378476346,0.0441261854032484,0.0720518573910442,-0.0418006430976642,0.023180007260333,0.0012219890259133,-0.0475396163393573,0.0386086956571887,-0.0625763854630579
-0.0063091482803374,-0.137047484714486,-4.50584e-12,0.0401459853852213,-0.134801081498692,-0.0126960549080981,0.195707070712638,-0.0093223957548486,-0.0662790697723949,0.0473154362317609,-0.0208849557647869,-0.102593793424173,-0.0719789842547557,0.0128192120647213,-0.0868098159551248
0.0477277085316952,-0.0626532279986017,-0.038095238094165,-0.122105263151888,-0.104464285710572,-0.151226551237354,0.0569165786683392,-0.0458801498200691,-0.169873671372183,-0.0746063358372876,-0.152703565570173,-0.134451612912678,-0.101919680586022,-0.0966988996030653,-0.124286194167882
0.0253086419821873,0.0697471665417335,0.0333737672217449,0.0312026462254977,0.0797607178699942,-0.0153009180556148,-0.041862323901109,-0.0706575073792548,-0.0606060606045485,0.0591304347796637,-0.006437768239138,-0.0181124705068582,0.106871838112107,0.0963455149333294,-0.0467720101989242
-0.0421432871617468,-0.237163814174607,-0.0693253820324653,0.0923196276349814,-0.0406278854999194,-0.143712786859018,-0.1803962460789719,0.0585982215501013,-0.114838709677657,-0.0666666666802986,-0.04622030238294,-0.0946564885476968,-0.183203199374901,-0.0362884516536523,0.0705645161238668
-0.07498124530235,0.112535612521849,-0.0216259511659854,0.0113636363595517,-0.0837343599868711,0.0880324543855413,0.296437659028595,0.0623127621206476,0.392455125646364,-0.222825311476551,-0.0384612062073779,0.2522765598586,0.0093334912311786,0.0052854122574059,0.0301318267546455
0.0755370755180215,0.0857874519760977,0.0802292263683375,0.0056284365257055,0.246323529391022,0.0503355704691715,0.192345436720684,-0.0116563263893429,0.109110169480603,0.213570127500154,0.14563567362254,0.0522327469682915,-0.061659712551908,-0.02383456012586,0.131712522865435
0.0541237113217405,0.0008844339462572,-0.0364124185591115,-0.0188679245166263,-0.0830172777156326,0.0483987811668647,-0.111111111104529,0.0323528021777688,-0.0747373447981591,0.0135084427688319,-0.0216356107639348,-0.0949074074027221,0.0983201580921869,0.0306910539173111,-0.085113268626147
-0.0055042112517556,-0.0818556701119035,-0.0433571996708254,-0.14529914528649,-0.0620404411670013,-0.140571817559377,0.113888888857888,-0.0298782737082105,-0.0028322723314816,-0.0324809132698244,0.0213037920676931,-0.0173045572175889,-0.0098965362336284,0.0267135325200996,-0.0382030420978817
-0.0262664165186083,0.0233871226374098,-0.0006237006124714,-0.0824938949776854,-0.0107790298945423,-0.0308910891180783,-0.0058187863585097,-0.0228136881979492,-0.0966562173521669,-0.0080800307904102,-0.134751773055875,-0.030250145430606,-0.0036300309932519,0.0236220472401587,-0.056966607419762
